2024-06-13 23:26:02,339 - root - INFO     - Running script: PosixPath('utils/commands/dev.py') (main.py:68)
2024-06-13 23:26:02,348 - dev - DEBUG    - status beep boop (dev.py:34)
2024-06-13 23:26:02,348 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:27:30,350 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:27:30,350 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:27:30,350 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:27:30,350 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:27:30,373 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:27:30,373 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:27:30,373 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:27:30,373 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:27:30,374 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:27:30,374 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:27:31,588 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:27:31,589 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:27:31,589 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:27:31,589 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:27:31,589 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:27:31,590 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:27:34,239 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:27:34,239 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name='commands'> (inotify_buffer.py:59)
2024-06-13 23:27:34,239 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands', wd=3, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:27:35,693 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:27:35,693 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:27:35,693 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:27:35,693 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:27:35,694 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:27:35,694 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:27:35,841 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:27:35,842 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:27:35,842 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:27:35,842 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:27:35,842 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:27:35,842 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:27:36,144 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:27:36,144 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:27:36,144 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:27:36,144 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:27:36,145 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:27:36,145 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:27:36,574 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:27:36,574 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:27:36,575 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:27:36,575 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:27:36,575 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:27:36,575 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:27:37,278 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:27:37,279 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:27:37,279 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:27:37,279 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:27:37,279 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:27:37,279 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:27:41,772 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:27:41,772 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name='commands'> (inotify_buffer.py:59)
2024-06-13 23:27:41,772 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands', wd=3, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:28:09,570 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,570 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,571 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,571 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,571 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,571 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,725 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,725 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,725 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,725 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,726 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,726 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,910 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,911 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,911 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,911 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,912 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:28:09,912 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,165 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,165 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,165 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,166 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,166 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,166 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,674 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,675 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,675 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,675 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,676 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,676 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:28:10,685 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:28:10,685 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name='commands'> (inotify_buffer.py:59)
2024-06-13 23:28:10,686 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands', wd=3, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:28:10,690 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:28:10,695 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name='commands'> (inotify_buffer.py:59)
2024-06-13 23:28:10,696 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands', wd=3, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:28:11,100 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:28:11,100 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:28:11,102 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:28:11,103 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name='commands'> (inotify_buffer.py:59)
2024-06-13 23:28:11,103 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands', wd=3, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:28:11,112 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:28:11,112 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands', wd=1, mask=IN_ISDIR|IN_OPEN, cookie=0, name='commands'> (inotify_buffer.py:59)
2024-06-13 23:28:11,112 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands', wd=3, mask=IN_ISDIR|IN_OPEN, cookie=0, name=''> (inotify_buffer.py:59)
2024-06-13 23:28:11,860 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:28:11,860 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:28:11,860 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:28:11,861 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:28:11,861 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:28:11,861 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,197 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,197 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,198 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,198 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,198 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,198 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,331 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,332 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,332 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,332 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,332 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,332 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,396 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,396 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,397 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,397 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,397 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,397 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/delete.py', wd=3, mask=IN_OPEN, cookie=0, name='delete.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,610 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/release.py', wd=3, mask=IN_OPEN, cookie=0, name='release.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,610 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/const.py', wd=1, mask=IN_OPEN, cookie=0, name='const.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,610 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/logging.py', wd=1, mask=IN_OPEN, cookie=0, name='logging.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,610 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/dev.py', wd=3, mask=IN_OPEN, cookie=0, name='dev.py'> (inotify_buffer.py:59)
2024-06-13 23:28:12,611 - watchdog.observers.inotify_buffer - DEBUG    - in-event <InotifyEvent: src_path=b'utils/commands/build.py', wd=3, mask=IN_OPEN, cookie=0, name='build.py'> (inotify_buffer.py:59)
